codigo;nr;gradacao
412026-4;NR-12;I4
412033-7;NR-12;I3
412034-5;NR-12;I2
412035-3;NR-12;I4
412036-1;NR-12;I4
412037-0;NR-12;I3
412038-8;NR-12;I4
412039-6;NR-12;I3
412040-0;NR-12;I4
412041-8;NR-12;I4
412042-6;NR-12;I4
412043-4;NR-12;I4
412044-2;NR-12;I4
412045-0;NR-12;I4
412046-9;NR-12;I4
412047-7;NR-12;I4
412048-5;NR-12;I4
412049-3;NR-12;I4
412050-7;NR-12;I4
412051-5;NR-12;I4
412052-3;NR-12;I4
412053-1;NR-12;I4
412054-0;NR-12;I4
412055-8;NR-12;I4
412056-6;NR-12;I3
412057-4;NR-12;I4
412058-2;NR-12;I4
412059-0;NR-12;I4
412060-4;NR-12;I4
412061-2;NR-12;I4
412062-0;NR-12;I4
412063-9;NR-12;I4
412064-7;NR-12;I4
412065-5;NR-12;I4
412066-3;NR-12;I4
412067-1;NR-12;I4
412068-0;NR-12;I3
412069-8;NR-12;I2
412070-1;NR-12;I3
412071-0;NR-12;I4
412072-8;NR-12;I2
412073-6;NR-12;I4
412074-4;NR-12;I4
412075-2;NR-12;I3
412076-0;NR-12;I4
412077-9;NR-12;I3
412078-7;NR-12;I2
412079-5;NR-12;I2
412080-9;NR-12;I4
412081-7;NR-12;I4
412083-3;NR-12;I3
412084-1;NR-12;I3
412085-0;NR-12;I3
412086-8;NR-12;I3
412087-6;NR-12;I3
412088-4;NR-12;I3
412089-2;NR-12;I2
412090-6;NR-12;I4
